uid,drinkPrice,drinkImage,drinkName,
28,8,d1,Tanqueray,
28,8,d2,Beefeater,
28,8,d3,Brugal,
28,8,d6,Seagram's,
28,8,d8,Barceló,
28,8,d9,Santa Teresa,
28,8,d10,Cacique,
28,8,d11,Captain Morgan,
28,8,d12,Johnnie Walker Red,
28,8,d13,J&B,
28,9.5,d15,Nordés,
28,9.5,d16,Bulldog,
28,9.5,d17,Hendrick's,
28,9.5,d18,Martin Miller's,
28,9.5,d19,Brockman's,
28,9.5,d22,Jack Daniel's,
262,-,d4,Caña,
262,-,d5,Doble,
262,7,d1,Tanqueray,
262,7,d2,Beefeater,
262,7,d3,Brugal,
262,7.5,d6,Seagram's,
262,9.5,d7,Bombay Sapphire,
262,7.5,d8,Barceló,
262,7.5,d9,Santa Teresa,
262,7,d10,Cacique,
262,7,d12,Johnnie Walker Red,
262,7,d13,J&B,
262,10.5,d15,Nordés,
262,10,d16,Bulldog,
262,11,d17,Hendrick's,
262,10,d18,Martin Miller's,
262,12.5,d19,Brockman's,
262,9,d20,Havana Club 7,
262,10,d21,Johnnie Walker Black,
262,9,d22,Jack Daniel's,
262,7,d26,Negrita,
262,7,d27,Dyc,
208,-,d4,Caña,
208,-,d5,Doble,
208,8,d1,Tanqueray,
208,7,d2,Beefeater,
208,7,d3,Brugal,
208,7,d6,Seagram's,
208,8,d7,Bombay Sapphire,
208,7,d12,Johnnie Walker Red,
208,7,d13,J&B,
208,10,d15,Nordés,
208,10,d17,Hendrick's,
208,8,d22,Jack Daniel's,
261,-,d4,Caña,
261,3.5,d5,Doble,
261,8,d1,Tanqueray,
261,8,d2,Beefeater,
261,8,d3,Brugal,
261,8,d6,Seagram's,
261,8.5,d7,Bombay Sapphire,
261,8,d8,Barceló,
261,8,d10,Cacique,
261,8,d12,Johnnie Walker Red,
261,8,d13,J&B,
261,8,d14,Absolut,
24,,d4,Caña,
24,3.5,d5,Doble,
24,8,d1,Tanqueray,
24,8,d2,Beefeater,
24,8,d3,Brugal,
24,8,d6,Seagram's,
24,9,d7,Bombay Sapphire,
24,8,d8,Barceló,
24,8,d9,Santa Teresa,
24,8,d10,Cacique,
24,8,d12,Johnnie Walker Red,
24,8,d13,J&B,
24,8,d14,Absolut,
24,11.5,d15,Nordés,
24,11.5,d17,Hendrick's,
24,11.5,d18,Martin Miller's,
24,11.5,d19,Brockman's,
24,9,d20,Havana Club 7,
24,11.5,d21,Johnnie Walker Black,
24,9,d22,Jack Daniel's,
24,11.5,d23,Grey Goose,
236,-,d4,Caña,
236,-,d5,Doble,
236,9,d1,Tanqueray,
236,9,d2,Beefeater,
236,-,d3,Brugal,
236,9,d6,Seagram's,
236,10,d7,Bombay Sapphire,
236,9,d8,Barceló,
236,9,d9,Santa Teresa,
236,10,d11,Captain Morgan,
236,12,d15,Nordés,
236,12,d16,Bulldog,
236,12,d17,Hendrick's,
240,4,d4,Caña,
240,5,d5,Doble,
240,,d1,Tanqueray,
240,12,d2,Beefeater,
240,13,d3,Brugal,
240,13,d6,Seagram's,
240,14,d7,Bombay Sapphire,
240,13,d8,Barceló,
240,12,d10,Cacique,
240,12,d12,Johnnie Walker Red,
240,12,d14,Absolut,
240,15,d17,Hendrick's,
240,15,d18,Martin Miller's,
240,15,d19,Brockman's,
240,14,d20,Havana Club 7,
240,15,d21,Johnnie Walker Black,
240,13,d22,Jack Daniel's,
240,16,d23,Grey Goose,
210,-,d4,Caña,
210,-,d5,Doble,
210,7,d1,Tanqueray,
210,-,d2,Beefeater,
210,7,d3,Brugal,
210,7,d8,Barceló,
210,7,d10,Cacique,
210,7,d12,Johnnie Walker Red,
210,7,d13,J&B,
210,9,d21,Johnnie Walker Black,
213,-,d4,Caña,
213,-,d5,Doble,
213,8,d1,Tanqueray,
213,8,d2,Beefeater,
213,8,d3,Brugal,
213,8,d6,Seagram's,
213,10,d7,Bombay Sapphire,
213,8,d8,Barceló,
213,10,d9,Santa Teresa,
213,8,d10,Cacique,
213,8,d12,Johnnie Walker Red,
213,8,d13,J&B,
213,8,d14,Absolut,
213,10,d15,Nordés,
213,10,d16,Bulldog,
213,10,d17,Hendrick's,
213,10,d18,Martin Miller's,
213,10,d19,Brockman's,
213,8,d20,Havana Club 7,
213,10,d21,Johnnie Walker Black,
213,9,d22,Jack Daniel's,
213,10,d23,Grey Goose,
203,-,d4,Caña,
203,-,d5,Doble,
203,5.5,d1,Tanqueray,
203,5.5,d2,Beefeater,
203,5.5,d3,Brugal,
203,5.5,d6,Seagram's,
203,5.5,d8,Barceló,
203,5.5,d13,J&B,
203,5.5,d26,Negrita,
80,-,dd1,Tanqueray,
80,-,dd2,Beefeater,
80,-,dd3,Brugal,
80,-,d4,Caña,
80,5,d5,Doble,
80,14,d7,Bombay Sapphire,
80,19,d15,Nordés,
80,19,d16,Bulldog,
80,19,d17,Hendrick's,
80,19,d18,Martin Miller's,
80,19,d19,Brockman's,
80,15,d20,Havana Club 7,
80,16,d21,Johnnie Walker Black,
80,15,d22,Jack Daniel's,
80,18,d23,Grey Goose,
80,19,d24,Belvedere,
212,,d4,Caña,
212,,d5,Doble,
212,6,d1,Tanqueray,
212,,d2,Beefeater,
212,6,d3,Brugal,
212,6,d6,Seagram's,
212,6,d8,Barceló,
212,9,d18,Martin Miller's,
211,-,d4,Caña,
211,-,d5,Doble,
211,6.5,d1,Tanqueray,
211,6.5,d2,Beefeater,
211,6.5,d3,Brugal,
211,6.5,d6,Seagram's,
211,6.5,d8,Barceló,
211,6.5,d13,J&B,
211,9,d16,Bulldog,
211,9,d17,Hendrick's,
211,9,d21,Johnnie Walker Black,
209,-,d4,Caña,
209,-,d5,Doble,
209,-,d1,Tanqueray,
209,-,d2,Beefeater,
209,-,d3,Brugal,
209,8,d14,Absolut,
257,1.6,d4,Caña,
257,2.6,d5,Doble,
257,7,d1,Tanqueray,
257,7,d2,Beefeater,
257,6.5,d3,Brugal,
257,7,d6,Seagram's,
257,6.5,d8,Barceló,
257,6.5,d10,Cacique,
257,8,d21,Johnnie Walker Black,
257,5.5,d25,Larios,
257,5.8,d27,Dyc,
87,-,d4,Caña,
87,5,d5,Doble,
87,11,d1,Tanqueray,
87,11,d2,Beefeater,
87,11,d3,Brugal,
87,11,d6,Seagram's,
87,14,d7,Bombay Sapphire,
87,11,d8,Barceló,
87,11,d9,Santa Teresa,
87,11,d12,Johnnie Walker Red,
87,11,d13,J&B,
87,11,d14,Absolut,
87,14,d16,Bulldog,
87,16,d17,Hendrick's,
87,16,d19,Brockman's,
87,14,d21,Johnnie Walker Black,
217,-,d4,Caña,
217,-,d5,Doble,
217,8.5,d1,Tanqueray,
217,8.5,d2,Beefeater,
217,8.5,d3,Brugal,
217,9,d6,Seagram's,
217,8.5,d8,Barceló,
217,9,d15,Nordés,
217,10,d16,Bulldog,
217,10,d18,Martin Miller's,
217,11,d19,Brockman's,
30,,d4,Caña,
30,3.5,d5,Doble,
30,8,d1,Tanqueray,
30,8,d2,Beefeater,
30,8,d3,Brugal,
30,8,d6,Seagram's,
30,9,d7,Bombay Sapphire,
30,8,d8,Barceló,
30,8,d10,Cacique,
30,8,d12,Johnnie Walker Red,
30,8,d14,Absolut,
30,10,d15,Nordés,
30,10,d16,Bulldog,
30,12,d17,Hendrick's,
30,10,d18,Martin Miller's,
30,9,d20,Havana Club 7,
30,10,d21,Johnnie Walker Black,
30,9,d22,Jack Daniel's,
30,15,d23,Grey Goose,
69,1.6,d4,Caña,
69,2.7,d5,Doble,
69,7,d1,Tanqueray,
69,6,d2,Beefeater,
69,6,d3,Brugal,
69,6,d6,Seagram's,
69,7,d7,Bombay Sapphire,
69,6,d8,Barceló,
69,6,d10,Cacique,
69,6,d25,Larios,
69,5.5,d27,Dyc,
252,,d4,Caña,
252,,d5,Doble,
252,,d1,Tanqueray,
252,,d2,Beefeater,
252,,d3,Brugal,
174,1.6,d4,Caña,
174,2.7,d5,Doble,
174,7,d1,Tanqueray,
174,7,d2,Beefeater,
174,6,d3,Brugal,
174,7,d6,Seagram's,
174,6,d8,Barceló,
167,-,d4,Caña,
167,-,d5,Doble,
167,-,d1,Tanqueray,
167,-,d2,Beefeater,
167,-,d3,Brugal,
167,7.7,d6,Seagram's,
167,9.9,d8,Barceló,
167,9.9,d9,Santa Teresa,
167,10.45,d15,Nordés,
167,7.7,d16,Bulldog,
169,-,d4,Caña,
169,-,d5,Doble,
169,8.9,d1,Tanqueray,
169,8.9,d2,Beefeater,
169,8.9,d3,Brugal,
169,8.9,d6,Seagram's,
169,10,d7,Bombay Sapphire,
169,8.9,d8,Barceló,
169,8.9,d9,Santa Teresa,
169,12,d15,Nordés,
169,12,d17,Hendrick's,
204,-,d4,Caña,
204,-,d5,Doble,
204,7.75,d1,Tanqueray,
204,7.75,d2,Beefeater,
204,7.75,d3,Brugal,
204,7.75,d6,Seagram's,
204,7.75,d8,Barceló,
204,7.75,d10,Cacique,
204,9.95,d15,Nordés,
204,9.95,d17,Hendrick's,
204,9.95,d19,Brockman's,
71,-,d4,Caña,
71,-,d5,Doble,
71,-,d1,Tanqueray,
71,6,d2,Beefeater,
71,6,d3,Brugal,
71,6,d6,Seagram's,
71,6,d9,Santa Teresa,
71,6,d10,Cacique,
71,6,d13,J&B,
71,5,d25,Larios,
71,5,d26,Negrita,
71,5,d27,Dyc,
68,-,d4,Caña,
68,4,d5,Doble,
68,8,d1,Tanqueray,
68,8,d2,Beefeater,
68,7.5,d3,Brugal,
68,9,d6,Seagram's,
68,7.5,d8,Barceló,
68,7.5,d9,Santa Teresa,
68,7.5,d10,Cacique,
68,7.5,d13,J&B,
68,9,d14,Absolut,
68,12,d21,Johnnie Walker Black,
68,10.5,d22,Jack Daniel's,
68,12,d23,Grey Goose,
68,7.5,d25,Larios,
205,2.7,d4,Caña,
205,4.3,d5,Doble,
205,-,d1,Tanqueray,
205,-,d2,Beefeater,
205,-,d3,Brugal,
205,8,d14,Absolut,
205,9,d15,Nordés,
205,9,d16,Bulldog,
205,11,d17,Hendrick's,
205,11,d18,Martin Miller's,
205,10,d19,Brockman's,
205,9,d20,Havana Club 7,
67,-,d4,Caña,
67,3.5,d5,Doble,
67,7,d1,Tanqueray,
67,7,d2,Beefeater,
67,7,d3,Brugal,
67,7,d6,Seagram's,
67,8,d7,Bombay Sapphire,
67,7,d8,Barceló,
67,7,d9,Santa Teresa,
67,7,d10,Cacique,
67,7,d11,Captain Morgan,
67,7,d12,Johnnie Walker Red,
67,7,d13,J&B,
67,7,d14,Absolut,
67,10,d15,Nordés,
67,8,d16,Bulldog,
67,10,d17,Hendrick's,
67,10,d18,Martin Miller's,
67,10,d19,Brockman's,
67,8,d20,Havana Club 7,
67,10,d21,Johnnie Walker Black,
67,8,d22,Jack Daniel's,
67,12,d23,Grey Goose,
67,12,d24,Belvedere,
216,,d4,Caña,
216,,d5,Doble,
216,9,d1,Tanqueray,
216,9,d2,Beefeater,
216,9,d3,Brugal,
216,9,d6,Seagram's,
216,9,d8,Barceló,
216,9,d9,Santa Teresa,
216,9,d10,Cacique,
216,9,d11,Captain Morgan,
216,9,d12,Johnnie Walker Red,
216,9,d13,J&B,
216,9,d14,Absolut,
215,-,d4,Caña,
215,3.5,d5,Doble,
215,7.5,d1,Tanqueray,
215,7.5,d2,Beefeater,
215,7.5,d3,Brugal,
215,8.5,d6,Seagram's,
215,8.5,d7,Bombay Sapphire,
215,8.5,d8,Barceló,
215,7.5,d9,Santa Teresa,
215,7.5,d10,Cacique,
215,7.5,d12,Johnnie Walker Red,
215,7.5,d13,J&B,
215,7.5,d14,Absolut,
215,8.5,d22,Jack Daniel's,
215,6.5,d25,Larios,
215,6.5,d26,Negrita,
215,6.5,d27,Dyc,
168,2.1,d4,Caña,
168,3.55,d5,Doble,
168,9.5,d1,Tanqueray,
168,9.5,d2,Beefeater,
168,9.5,d3,Brugal,
168,9.5,d6,Seagram's,
168,11.5,d7,Bombay Sapphire,
168,9.5,d8,Barceló,
168,9.5,d9,Santa Teresa,
168,9.5,d10,Cacique,
168,9.5,d12,Johnnie Walker Red,
168,9.5,d13,J&B,
168,11.5,d16,Bulldog,
168,11.5,d18,Martin Miller's,
168,11.5,d21,Johnnie Walker Black,
168,8.5,d27,Dyc,
98,3,d4,Caña,
98,5,d5,Doble,
98,10,d1,Tanqueray,
98,-,d2,Beefeater,
98,10,d3,Brugal,
98,12,d7,Bombay Sapphire,
98,10,d8,Barceló,
98,10,d9,Santa Teresa,
98,10,d12,Johnnie Walker Red,
98,10,d13,J&B,
98,10,d14,Absolut,
98,13,d16,Bulldog,
98,12,d20,Havana Club 7,
98,12,d21,Johnnie Walker Black,
98,12,d22,Jack Daniel's,
247,3,d4,Caña,
247,5.7,d5,Doble,
247,,d1,Tanqueray,
247,12,d2,Beefeater,
247,12,d3,Brugal,
247,12,d6,Seagram's,
247,12,d14,Absolut,
247,12,d18,Martin Miller's,
247,12,d20,Havana Club 7,
247,13,d23,Grey Goose,
165,-,d4,Caña,
165,-,d5,Doble,
165,7.5,d1,Tanqueray,
165,7.5,d2,Beefeater,
165,-,d3,Brugal,
165,8.5,d6,Seagram's,
165,7.5,d12,Johnnie Walker Red,
165,10,d15,Nordés,
165,8.5,d22,Jack Daniel's,
165,6.5,d25,Larios,
165,6.5,d27,Dyc,
202,-,d4,Caña,
202,-,d5,Doble,
202,7.5,d1,Tanqueray,
202,7.5,d2,Beefeater,
202,7.5,d3,Brugal,
202,8.5,d6,Seagram's,
202,7.5,d8,Barceló,
202,7.5,d12,Johnnie Walker Red,
202,7.5,d13,J&B,
202,10,d15,Nordés,
202,8.5,d22,Jack Daniel's,
202,6.5,d25,Larios,
202,6.5,d27,Dyc,
248,-,d4,Caña,
248,5,d5,Doble,
248,9,d1,Tanqueray,
248,9,d2,Beefeater,
248,9,d3,Brugal,
248,9,d6,Seagram's,
248,9,d7,Bombay Sapphire,
248,9,d8,Barceló,
248,9,d9,Santa Teresa,
248,9,d10,Cacique,
248,9,d12,Johnnie Walker Red,
248,9,d13,J&B,
248,9,d14,Absolut,
248,14,d15,Nordés,
248,14,d16,Bulldog,
248,14,d17,Hendrick's,
248,14,d18,Martin Miller's,
248,14,d21,Johnnie Walker Black,
246,-,d4,Caña,
246,3.1,d5,Doble,
246,6.5,d1,Tanqueray,
246,6.5,d2,Beefeater,
246,6.5,d3,Brugal,
246,6.5,d8,Barceló,
246,6.5,d10,Cacique,
246,6.5,d12,Johnnie Walker Red,
246,6.5,d13,J&B,
246,8.5,d15,Nordés,
246,8.5,d16,Bulldog,
246,8.5,d18,Martin Miller's,
246,8.5,d23,Grey Goose,
162,-,d4,Caña,
162,3.5,d5,Doble,
162,8,d1,Tanqueray,
162,8,d2,Beefeater,
162,-,d3,Brugal,
162,8,d6,Seagram's,
162,7.5,d10,Cacique,
163,-,d4,Caña,
163,2.5,d5,Doble,
163,7.5,d1,Tanqueray,
163,-,d2,Beefeater,
163,7.5,d3,Brugal,
163,7.5,d6,Seagram's,
163,9,d7,Bombay Sapphire,
163,7.5,d8,Barceló,
163,9,d16,Bulldog,
164,-,d4,Caña,
164,-,d5,Doble,
164,7.5,d1,Tanqueray,
164,-,d2,Beefeater,
164,7.5,d3,Brugal,
164,8,d6,Seagram's,
164,7.5,d8,Barceló,
149,-,d4,Caña,
149,-,d5,Doble,
149,8,d1,Tanqueray,
149,8,d2,Beefeater,
149,8,d3,Brugal,
149,8,d6,Seagram's,
149,8,d8,Barceló,
149,8,d9,Santa Teresa,
149,8,d10,Cacique,
149,8,d12,Johnnie Walker Red,
149,8,d13,J&B,
149,8,d14,Absolut,
149,14,d23,Grey Goose,
200,-,d4,Caña,
200,-,d5,Doble,
200,8,d1,Tanqueray,
200,8,d2,Beefeater,
200,8,d3,Brugal,
200,8.5,d6,Seagram's,
200,8.5,d7,Bombay Sapphire,
200,8,d8,Barceló,
200,8,d9,Santa Teresa,
200,8,d10,Cacique,
200,8,d12,Johnnie Walker Red,
200,8,d13,J&B,
200,8,d14,Absolut,
200,11,d15,Nordés,
200,12,d17,Hendrick's,
287,7,dd1,Tanqueray,
287,7,dd2,Beefeater,
287,7,dd3,Brugal,
287,-,d4,Caña,
287,3,d5,Doble,
287,7,d6,Seagram's,
287,7,d8,Barceló,
287,7,d9,Santa Teresa,
287,7,d10,Cacique,
287,7,d12,Johnnie Walker Red,
287,7,d13,J&B,
287,7,d14,Absolut,
161,10,dd1,Tanqueray,
161,10,dd2,Beefeater,
161,,dd3,Brugal,
161,2.6,d4,Caña,
161,3.9,d5,Doble,
161,10,d6,Seagram's,
161,10,d9,Santa Teresa,
161,14,d19,Brockman's,
289,,d4,Caña,
289,3,d5,Doble,
289,7,d1,Tanqueray,
289,7,d2,Beefeater,
289,7,d3,Brugal,
289,7,d6,Seagram's,
289,7,d7,Bombay Sapphire,
289,7,d8,Barceló,
289,7,d9,Santa Teresa,
289,7,d10,Cacique,
289,7,d11,Captain Morgan,
289,7,d12,Johnnie Walker Red,
289,7,d13,J&B,
289,7,d14,Absolut,
289,9,d15,Nordés,
289,9,d16,Bulldog,
289,9,d17,Hendrick's,
289,9,d18,Martin Miller's,
289,9,d21,Johnnie Walker Black,
289,9,d22,Jack Daniel's,
242,-,d4,Caña,
242,2.9,d5,Doble,
242,7.9,d1,Tanqueray,
242,7.9,d2,Beefeater,
242,7.9,d3,Brugal,
242,7.9,d6,Seagram's,
242,7.9,d9,Santa Teresa,
242,7.9,d10,Cacique,
242,7.9,d12,Johnnie Walker Red,
242,7.9,d13,J&B,
242,7.9,d14,Absolut,
242,9.9,d17,Hendrick's,
242,9.9,d18,Martin Miller's,
242,9.9,d21,Johnnie Walker Black,
50,2.5,d4,Caña,
50,3.5,d5,Doble,
50,8,d1,Tanqueray,
50,8,d2,Beefeater,
50,8,d3,Brugal,
50,8,d6,Seagram's,
50,8,d7,Bombay Sapphire,
50,8,d8,Barceló,
50,8,d9,Santa Teresa,
50,8,d10,Cacique,
50,8,d11,Captain Morgan,
50,8,d13,J&B,
50,11,d15,Nordés,
50,11,d16,Bulldog,
50,11,d17,Hendrick's,
50,11,d18,Martin Miller's,
50,12,d19,Brockman's,
123,-,d4,Caña,
123,-,d5,Doble,
123,8,d1,Tanqueray,
123,8,d2,Beefeater,
123,8,d3,Brugal,
123,8,d6,Seagram's,
123,8,d7,Bombay Sapphire,
123,12,d16,Bulldog,
123,12,d18,Martin Miller's,
123,12,d20,Havana Club 7,
238,-,d4,Caña,
238,4.8,d5,Doble,
238,6,d1,Tanqueray,
238,6,d2,Beefeater,
238,6,d3,Brugal,
238,6,d6,Seagram's,
238,6,d8,Barceló,
235,-,d4,Caña,
235,3.5,d5,Doble,
235,7,d1,Tanqueray,
235,7,d2,Beefeater,
235,7,d3,Brugal,
235,7.5,d6,Seagram's,
235,8.5,d7,Bombay Sapphire,
235,7,d8,Barceló,
235,7,d9,Santa Teresa,
235,7,d10,Cacique,
235,7,d12,Johnnie Walker Red,
235,7,d13,J&B,
235,7,d14,Absolut,
235,11,d17,Hendrick's,
235,10,d18,Martin Miller's,
235,10,d20,Havana Club 7,
235,8.5,d22,Jack Daniel's,
235,7,d25,Larios,
235,7,d27,Dyc,
288,-,d4,Caña,
288,-,d5,Doble,
288,12,d1,Tanqueray,
288,12,d2,Beefeater,
288,-,d3,Brugal,
288,12,d6,Seagram's,
288,14,d7,Bombay Sapphire,
288,16,d15,Nordés,
288,14,d16,Bulldog,
288,16,d17,Hendrick's,
244,2,d4,Caña,
244,3,d5,Doble,
244,7,d1,Tanqueray,
244,7,d2,Beefeater,
244,7,d3,Brugal,
244,8,d6,Seagram's,
244,7.5,d7,Bombay Sapphire,
244,7,d8,Barceló,
244,7,d9,Santa Teresa,
244,7.5,d10,Cacique,
244,7,d12,Johnnie Walker Red,
244,7,d13,J&B,
244,7,d14,Absolut,
244,8.5,d15,Nordés,
244,9.5,d17,Hendrick's,
244,9.5,d18,Martin Miller's,
244,9.5,d19,Brockman's,
244,8.5,d21,Johnnie Walker Black,
280,-,d4,Caña,
280,3,d5,Doble,
280,7,d1,Tanqueray,
280,7,d2,Beefeater,
280,6.5,d3,Brugal,
280,7.5,d6,Seagram's,
280,7,d7,Bombay Sapphire,
280,7,d8,Barceló,
280,7,d9,Santa Teresa,
280,6.5,d10,Cacique,
280,7,d12,Johnnie Walker Red,
280,6.5,d13,J&B,
280,7,d14,Absolut,
280,10,d15,Nordés,
280,10,d16,Bulldog,
280,10,d17,Hendrick's,
280,10,d18,Martin Miller's,
280,10,d19,Brockman's,
280,9,d20,Havana Club 7,
280,10,d21,Johnnie Walker Black,
280,9,d22,Jack Daniel's,
280,6,d25,Larios,
280,5.5,d27,Dyc,
229,-,d4,Caña,
229,-,d5,Doble,
229,6,d1,Tanqueray,
229,6,d2,Beefeater,
229,6,d3,Brugal,
229,6,d6,Seagram's,
229,6,d8,Barceló,
229,6,d9,Santa Teresa,
229,6,d12,Johnnie Walker Red,
229,6,d13,J&B,
229,6,d14,Absolut,
229,6,d27,Dyc,
228,,d4,Caña,
228,3,d5,Doble,
228,7,d1,Tanqueray,
228,7,d2,Beefeater,
228,7,d3,Brugal,
228,7,d6,Seagram's,
228,7,d8,Barceló,
228,8,d15,Nordés,
228,9,d17,Hendrick's,
172,-,d4,Caña,
172,-,d5,Doble,
172,8.5,d1,Tanqueray,
172,8.5,d2,Beefeater,
172,8.5,d3,Brugal,
172,8.5,d6,Seagram's,
172,8.5,d8,Barceló,
173,-,d4,Caña,
173,-,d5,Doble,
173,8,d1,Tanqueray,
173,8,d2,Beefeater,
173,8,d3,Brugal,
173,9,d6,Seagram's,
173,8,d8,Barceló,
135,2.9,d4,Caña,
135,4,d5,Doble,
135,8.5,d1,Tanqueray,
135,8.5,d2,Beefeater,
135,8.5,d3,Brugal,
135,8.5,d6,Seagram's,
135,8.5,d7,Bombay Sapphire,
135,8.5,d8,Barceló,
135,8.5,d9,Santa Teresa,
135,8.5,d10,Cacique,
135,8.5,d12,Johnnie Walker Red,
135,8.5,d13,J&B,
135,8,d14,Absolut,
135,11,d15,Nordés,
135,11,d16,Bulldog,
135,12,d17,Hendrick's,
135,12,d18,Martin Miller's,
135,11,d20,Havana Club 7,
135,11,d21,Johnnie Walker Black,
135,11,d22,Jack Daniel's,
135,12,d23,Grey Goose,
265,2.6,d4,Caña,
265,4.2,d5,Doble,
265,6.5,d1,Tanqueray,
265,6.5,d2,Beefeater,
265,6.5,d3,Brugal,
265,7.5,d7,Bombay Sapphire,
265,6.5,d8,Barceló,
265,6.5,d10,Cacique,
265,6.5,d12,Johnnie Walker Red,
265,6.5,d13,J&B,
265,6.5,d14,Absolut,
265,7.5,d17,Hendrick's,
265,8,d21,Johnnie Walker Black,
265,6.5,d22,Jack Daniel's,
129,-,d4,Caña,
129,-,d5,Doble,
129,5.9,d1,Tanqueray,
129,5.9,d2,Beefeater,
129,5.9,d3,Brugal,
129,5.9,d8,Barceló,
129,5.9,d12,Johnnie Walker Red,
201,-,d4,Caña,
201,-,d5,Doble,
201,7.5,d1,Tanqueray,
201,7.5,d2,Beefeater,
201,7.5,d3,Brugal,
201,8,d6,Seagram's,
201,7.5,d8,Barceló,
201,7.5,d12,Johnnie Walker Red,
201,7.5,d13,J&B,
201,8,d20,Havana Club 7,
170,-,d4,Caña,
170,-,d5,Doble,
170,9.5,d1,Tanqueray,
170,9.5,d2,Beefeater,
170,9.5,d3,Brugal,
170,9.5,d6,Seagram's,
170,9.5,d8,Barceló,
170,9.5,d14,Absolut,
170,12.5,d15,Nordés,
171,-,d4,Caña,
171,-,d5,Doble,
171,-,d1,Tanqueray,
171,7,d2,Beefeater,
171,7,d3,Brugal,
171,7,d6,Seagram's,
171,7,d8,Barceló,
171,7,d13,J&B,
171,7,d14,Absolut,
171,9,d15,Nordés,
171,9,d17,Hendrick's,
103,6,dd1,Tanqueray,
103,5.5,dd2,Beefeater,
103,5.5,dd3,Brugal,
103,-,d4,Caña,
103,-,d5,Doble,
103,7,d6,Seagram's,
103,7.5,d7,Bombay Sapphire,
103,6,d8,Barceló,
103,5.5,d9,Santa Teresa,
103,5.5,d10,Cacique,
103,5.5,d12,Johnnie Walker Red,
103,5.5,d13,J&B,
103,6,d14,Absolut,
103,7.5,d22,Jack Daniel's,
103,5.5,d25,Larios,
103,5,d26,Negrita,
103,5.5,d27,Dyc,
148,-,d4,Caña,
148,3,d5,Doble,
148,7.5,d1,Tanqueray,
148,7.5,d2,Beefeater,
148,7.5,d3,Brugal,
148,7.5,d8,Barceló,
148,7.5,d9,Santa Teresa,
148,7.5,d13,J&B,
148,10,d15,Nordés,
148,10,d17,Hendrick's,
148,8.5,d20,Havana Club 7,
66,7,dd1,Tanqueray,
66,7,dd2,Beefeater,
66,7,dd3,Brugal,
66,1.6,d4,Caña,
66,3.2,d5,Doble,
66,7,d6,Seagram's,
66,8,d7,Bombay Sapphire,
66,7,d8,Barceló,
66,7,d12,Johnnie Walker Red,
66,7,d14,Absolut,
66,8,d21,Johnnie Walker Black,
207,-,d4,Caña,
207,-,d5,Doble,
207,7.5,d1,Tanqueray,
207,7.5,d2,Beefeater,
207,7.5,d3,Brugal,
207,7.5,d6,Seagram's,
207,7.5,d8,Barceló,
207,7.5,d9,Santa Teresa,
207,7.5,d12,Johnnie Walker Red,
207,7.5,d13,J&B,
207,7.5,d14,Absolut,
190,1.8,d4,Caña,
190,2.7,d5,Doble,
190,6.5,d1,Tanqueray,
190,6.5,d2,Beefeater,
190,6.5,d3,Brugal,
190,7.5,d6,Seagram's,
190,9,d7,Bombay Sapphire,
190,7,d8,Barceló,
190,6.5,d10,Cacique,
190,6,50,d12,Johnnie Walker Red
190,6.5,d13,J&B,
190,6.5,d14,Absolut,
190,9.5,d15,Nordés,
190,9,d16,Bulldog,
190,14,d17,Hendrick's,
190,12,d21,Johnnie Walker Black,
190,9,0,d22,Jack Daniel's
190,5,d25,Larios,
190,5,d26,Negrita,
190,5,d27,Dyc,
139,-,d4,Caña,
139,-,d5,Doble,
139,6.5,d1,Tanqueray,
139,6.5,d2,Beefeater,
139,6.5,d3,Brugal,
139,6.5,d8,Barceló,
139,6.5,d12,Johnnie Walker Red,
139,6.5,d13,J&B,
139,6.5,d14,Absolut,
139,6.5,d26,Negrita,
109,7,dd1,Tanqueray,
109,7,dd2,Beefeater,
109,7,dd3,Brugal,
109,-,d4,Caña,
109,2.75,d5,Doble,
109,7,d6,Seagram's,
109,8,d7,Bombay Sapphire,
109,7,d8,Barceló,
109,8,d10,Cacique,
109,7,d12,Johnnie Walker Red,
109,8,d14,Absolut,
109,8,d21,Johnnie Walker Black,
109,6,d26,Negrita,
109,7,d27,Dyc,
124,-,d4,Caña,
124,-,d5,Doble,
124,-,d1,Tanqueray,
124,8,d2,Beefeater,
124,8,d3,Brugal,
124,8,d6,Seagram's,
124,8,d8,Barceló,
124,8,d10,Cacique,
124,8,d12,Johnnie Walker Red,
124,10,d15,Nordés,
110,7,dd1,Tanqueray,
110,7,dd2,Beefeater,
110,7,dd3,Brugal,
110,-,d4,Caña,
110,-,d5,Doble,
110,7,d6,Seagram's,
110,7,d8,Barceló,
110,7,d12,Johnnie Walker Red,
110,7,d13,J&B,
110,7,d14,Absolut,
110,9,d15,Nordés,
110,10,d17,Hendrick's,
110,10,d18,Martin Miller's,
110,10,d19,Brockman's,
130,-,d4,Caña,
130,-,d5,Doble,
130,7,d1,Tanqueray,
130,7,d2,Beefeater,
130,7,d3,Brugal,
130,7,d6,Seagram's,
130,6,d7,Bombay Sapphire,
130,7,d10,Cacique,
130,7,d12,Johnnie Walker Red,
130,7,d14,Absolut,
145,-,d4,Caña,
145,3.4,d5,Doble,
145,6.5,d1,Tanqueray,
145,-,d2,Beefeater,
145,6.5,d3,Brugal,
145,6.5,d6,Seagram's,
