uid,drinkPrice,drinkImage,drinkName,
145,6.5,d8,Barceló,
145,6.5,d9,Santa Teresa,
145,6.5,d13,J&B,
145,6.5,d26,Negrita,
147,-,d4,Caña,
147,-,d5,Doble,
147,8,d1,Tanqueray,
147,8,d2,Beefeater,
147,8,d3,Brugal,
147,10,d15,Nordés,
96,1,7,d4,Caña
96,2,8,d5,Doble
96,7,d1,Tanqueray,
96,7,d2,Beefeater,
96,7,d3,Brugal,
96,8,d6,Seagram's,
96,8,d7,Bombay Sapphire,
96,7,d8,Barceló,
96,7,d9,Santa Teresa,
96,7,d10,Cacique,
96,7,d12,Johnnie Walker Red,
96,7,d13,J&B,
96,7,d14,Absolut,
96,8.5,d15,Nordés,
96,7,d20,Havana Club 7,
96,8.5,d21,Johnnie Walker Black,
96,8.5,d22,Jack Daniel's,
96,6,d25,Larios,
96,6,d27,Dyc,
137,-,d4,Caña,
137,-,d5,Doble,
137,6,d1,Tanqueray,
137,6,d2,Beefeater,
137,6,d3,Brugal,
137,6,d6,Seagram's,
137,6,d8,Barceló,
137,6,d13,J&B,
137,6,d14,Absolut,
137,8,d15,Nordés,
137,8,d16,Bulldog,
137,8,d17,Hendrick's,
137,8,d19,Brockman's,
65,-,d4,Caña,
65,3,d5,Doble,
65,7,d1,Tanqueray,
65,7,d2,Beefeater,
65,7,d3,Brugal,
65,7,d6,Seagram's,
65,9,d7,Bombay Sapphire,
65,7,d8,Barceló,
65,7,d9,Santa Teresa,
65,7,d10,Cacique,
65,7,d12,Johnnie Walker Red,
65,7,d13,J&B,
65,7,d14,Absolut,
65,9,d15,Nordés,
65,9,d18,Martin Miller's,
65,8,d20,Havana Club 7,
65,9,d21,Johnnie Walker Black,
65,9,d22,Jack Daniel's,
65,7,d25,Larios,
65,7,d27,Dyc,
218,-,d4,Caña,
218,4,d5,Doble,
218,8,d1,Tanqueray,
218,8,d2,Beefeater,
218,8,d3,Brugal,
218,9.5,d7,Bombay Sapphire,
218,8,d10,Cacique,
218,8,d13,J&B,
218,9.5,d15,Nordés,
251,-,d4,Caña,
251,2.7,d5,Doble,
251,7,d1,Tanqueray,
251,7,d2,Beefeater,
251,7,d3,Brugal,
251,7,d8,Barceló,
251,7,d9,Santa Teresa,
251,7,d10,Cacique,
251,7,d12,Johnnie Walker Red,
251,7,d13,J&B,
251,7,d14,Absolut,
131,-,d4,Caña,
131,2.5,d5,Doble,
131,6,d1,Tanqueray,
131,6,d2,Beefeater,
131,6,d3,Brugal,
131,6,d8,Barceló,
131,6,d12,Johnnie Walker Red,
131,6,d27,Dyc,
180,10,dd1,Tanqueray,
180,-,dd2,Beefeater,
180,10,dd3,Brugal,
180,1.7,d4,Caña,
180,2.7,d5,Doble,
180,10,d7,Bombay Sapphire,
180,10,d8,Barceló,
282,-,d4,Caña,
282,-,d5,Doble,
282,7,d1,Tanqueray,
282,7,d2,Beefeater,
282,7,d3,Brugal,
282,7.5,d6,Seagram's,
282,8.5,d7,Bombay Sapphire,
282,7,d8,Barceló,
282,7,d9,Santa Teresa,
282,7,d10,Cacique,
282,7,d14,Absolut,
282,11,d17,Hendrick's,
282,10,d18,Martin Miller's,
282,10,d20,Havana Club 7,
282,8.5,d22,Jack Daniel's,
146,-,d4,Caña,
146,-,d5,Doble,
146,8,d1,Tanqueray,
146,8,d2,Beefeater,
146,8,d3,Brugal,
146,8,d6,Seagram's,
146,10,d15,Nordés,
269,,d4,Caña,
269,2.4,d5,Doble,
269,,d1,Tanqueray,
269,6,d2,Beefeater,
269,6,d3,Brugal,
269,6,d6,Seagram's,
269,6,d9,Santa Teresa,
269,6,d12,Johnnie Walker Red,
269,6,d13,J&B,
269,7,d15,Nordés,
159,-,d4,Caña,
159,4.5,d5,Doble,
159,9,d1,Tanqueray,
159,9,d2,Beefeater,
159,-,d3,Brugal,
159,9,d6,Seagram's,
159,12,d17,Hendrick's,
237,-,d4,Caña,
237,-,d5,Doble,
237,4.95,d1,Tanqueray,
237,4.95,d2,Beefeater,
237,4.95,d3,Brugal,
237,5.5,d6,Seagram's,
237,4.95,d12,Johnnie Walker Red,
237,4.95,d13,J&B,
237,5.5,d14,Absolut,
237,4.5,d25,Larios,
237,4.5,d26,Negrita,
237,4.5,d27,Dyc,
259,-,d4,Caña,
259,2.5,d5,Doble,
259,5,d1,Tanqueray,
259,5,d2,Beefeater,
259,-,d3,Brugal,
259,5,d6,Seagram's,
259,5,d7,Bombay Sapphire,
259,6,d8,Barceló,
259,5,d11,Captain Morgan,
259,5,d13,J&B,
259,5,d14,Absolut,
259,5,d25,Larios,
206,-,d4,Caña,
206,-,d5,Doble,
206,8,d1,Tanqueray,
206,7,d2,Beefeater,
206,-,d3,Brugal,
206,8,d6,Seagram's,
206,8,d13,J&B,
206,8,d15,Nordés,
206,10,d19,Brockman's,
206,8,d20,Havana Club 7,
206,10,d21,Johnnie Walker Black,
206,10,d22,Jack Daniel's,
206,10,d24,Belvedere,
119,-,d4,Caña,
119,-,d5,Doble,
119,8,d1,Tanqueray,
119,8,d2,Beefeater,
119,8,d3,Brugal,
119,10,d15,Nordés,
141,-,d4,Caña,
141,-,d5,Doble,
141,6,d1,Tanqueray,
141,6,d2,Beefeater,
141,5.5,d3,Brugal,
141,5.5,d8,Barceló,
141,5.5,d9,Santa Teresa,
141,5.5,d25,Larios,
128,-,d4,Caña,
128,-,d5,Doble,
128,6,d1,Tanqueray,
128,6,d2,Beefeater,
128,6,d3,Brugal,
128,7,d6,Seagram's,
128,6,d8,Barceló,
128,5.5,d25,Larios,
127,-,d4,Caña,
127,-,d5,Doble,
127,-,d1,Tanqueray,
127,8.5,d2,Beefeater,
127,8.5,d3,Brugal,
127,8.5,d6,Seagram's,
127,8.5,d7,Bombay Sapphire,
127,8.5,d8,Barceló,
127,8.5,d9,Santa Teresa,
127,8.5,d10,Cacique,
127,8.5,d12,Johnnie Walker Red,
127,8.5,d13,J&B,
127,8,d14,Absolut,
127,11,d15,Nordés,
127,12,d17,Hendrick's,
127,12,d18,Martin Miller's,
127,11,d20,Havana Club 7,
127,11,d21,Johnnie Walker Black,
127,11,d22,Jack Daniel's,
127,12,d23,Grey Goose,
117,-,d4,Caña,
117,-,d5,Doble,
117,8,d1,Tanqueray,
117,8,d2,Beefeater,
117,8,d3,Brugal,
117,8,d8,Barceló,
117,12,d15,Nordés,
118,9,dd1,Tanqueray,
118,9,dd2,Beefeater,
118,9,dd3,Brugal,
118,-,d4,Caña,
118,-,d5,Doble,
118,9,d8,Barceló,
118,12,d15,Nordés,
254,,d4,Caña,
254,,d5,Doble,
254,8,d1,Tanqueray,
254,8,d2,Beefeater,
254,8,d3,Brugal,
254,8,d6,Seagram's,
254,8,d8,Barceló,
254,11,d15,Nordés,
254,11,d17,Hendrick's,
115,-,d4,Caña,
115,-,d5,Doble,
115,8,d1,Tanqueray,
115,8,d2,Beefeater,
115,8,d3,Brugal,
115,10,d15,Nordés,
115,10,d17,Hendrick's,
113,-,d4,Caña,
113,-,d5,Doble,
113,8,d1,Tanqueray,
113,8,d2,Beefeater,
113,8,d3,Brugal,
113,8,d8,Barceló,
113,9,d15,Nordés,
114,-,d4,Caña,
114,-,d5,Doble,
114,8.5,d1,Tanqueray,
114,8.5,d2,Beefeater,
114,8.5,d3,Brugal,
116,-,d4,Caña,
116,-,d5,Doble,
116,8,d1,Tanqueray,
116,8,d2,Beefeater,
116,-,d3,Brugal,
116,12,d15,Nordés,
116,12,d17,Hendrick's,
283,-,d4,Caña,
283,3.2,d5,Doble,
283,8,d1,Tanqueray,
283,8,d2,Beefeater,
283,8,d3,Brugal,
283,8,d6,Seagram's,
283,8,d8,Barceló,
283,8,d12,Johnnie Walker Red,
283,8,d13,J&B,
283,10,d15,Nordés,
283,10,d16,Bulldog,
283,10,d18,Martin Miller's,
126,,d4,Caña,
126,,d5,Doble,
126,8,d1,Tanqueray,
126,8,d2,Beefeater,
126,8,d3,Brugal,
126,8,d6,Seagram's,
126,8,d8,Barceló,
126,8,d10,Cacique,
126,8,d12,Johnnie Walker Red,
126,8,d14,Absolut,
126,11,d15,Nordés,
126,11,d17,Hendrick's,
112,-,d4,Caña,
112,-,d5,Doble,
112,8,d1,Tanqueray,
112,8,d2,Beefeater,
112,8,d3,Brugal,
112,10,d15,Nordés,
270,-,d4,Caña,
270,3.5,d5,Doble,
270,7,d1,Tanqueray,
270,7,d2,Beefeater,
270,7,d3,Brugal,
270,7,d6,Seagram's,
270,7,d8,Barceló,
125,,d4,Caña,
125,,d5,Doble,
125,10,d1,Tanqueray,
125,10,d2,Beefeater,
125,10,d3,Brugal,
125,10,d6,Seagram's,
125,10,d8,Barceló,
133,-,d4,Caña,
133,-,d5,Doble,
133,7,d1,Tanqueray,
133,7,d2,Beefeater,
133,7,d3,Brugal,
133,7,d6,Seagram's,
133,7,d8,Barceló,
133,7,d9,Santa Teresa,
133,7,d10,Cacique,
133,8,d15,Nordés,
133,11,d22,Jack Daniel's,
255,-,d4,Caña,
255,-,d5,Doble,
255,9,d1,Tanqueray,
255,9,d2,Beefeater,
255,9,d3,Brugal,
255,9,d6,Seagram's,
255,9,d8,Barceló,
255,9,d9,Santa Teresa,
255,9,d10,Cacique,
255,9,d12,Johnnie Walker Red,
255,9,d13,J&B,
255,9,d14,Absolut,
255,12,d15,Nordés,
255,12,d17,Hendrick's,
255,12,d24,Belvedere,
271,1.7,d4,Caña,
271,3.5,d5,Doble,
271,8,d1,Tanqueray,
271,8,d2,Beefeater,
271,8,d3,Brugal,
271,8.5,d6,Seagram's,
271,8,d8,Barceló,
271,8,d10,Cacique,
271,8,d12,Johnnie Walker Red,
271,8,d13,J&B,
271,0,d14,Absolut,
271,10,d15,Nordés,
271,10,d17,Hendrick's,
271,12,d18,Martin Miller's,
271,12,d21,Johnnie Walker Black,
271,8.5,d22,Jack Daniel's,
276,-,d4,Caña,
276,3.2,d5,Doble,
276,7,d1,Tanqueray,
276,7,d2,Beefeater,
276,7,d3,Brugal,
276,7,d6,Seagram's,
276,7,d8,Barceló,
276,7,d12,Johnnie Walker Red,
276,7,d13,J&B,
132,-,d4,Caña,
132,-,d5,Doble,
132,7,d1,Tanqueray,
132,7,d2,Beefeater,
132,7,d3,Brugal,
132,7,d8,Barceló,
132,10,d15,Nordés,
132,10,d22,Jack Daniel's,
256,-,d4,Caña,
256,-,d5,Doble,
256,7,d1,Tanqueray,
256,7,d2,Beefeater,
256,7,d3,Brugal,
256,7,d8,Barceló,
256,7,d10,Cacique,
256,7,d12,Johnnie Walker Red,
256,7,d13,J&B,
256,7,d14,Absolut,
274,-,d4,Caña,
274,3,d5,Doble,
274,6.5,d1,Tanqueray,
274,-,d2,Beefeater,
274,6.5,d3,Brugal,
274,9,d6,Seagram's,
274,9,d7,Bombay Sapphire,
274,9,d8,Barceló,
274,6.5,d9,Santa Teresa,
274,6.5,d12,Johnnie Walker Red,
274,6.5,d14,Absolut,
274,9,d15,Nordés,
274,9,d16,Bulldog,
274,12,d17,Hendrick's,
274,12,d18,Martin Miller's,
274,12,d19,Brockman's,
274,12,d21,Johnnie Walker Black,
274,9,d22,Jack Daniel's,
274,12,d23,Grey Goose,
274,6.5,d25,Larios,
136,1.7,d4,Caña,
136,3.5,d5,Doble,
136,8,d1,Tanqueray,
136,8,d2,Beefeater,
136,8,d3,Brugal,
136,8.5,d6,Seagram's,
136,8,d8,Barceló,
136,8,d9,Santa Teresa,
136,8,d10,Cacique,
136,8,d13,J&B,
136,10,d15,Nordés,
136,10,d17,Hendrick's,
136,12,d18,Martin Miller's,
136,12,d21,Johnnie Walker Black,
136,8.5,d22,Jack Daniel's,
275,3,d4,Caña,
275,3.75,d5,Doble,
275,-,d1,Tanqueray,
275,-,d2,Beefeater,
275,7,d3,Brugal,
275,7,d6,Seagram's,
275,8,d7,Bombay Sapphire,
275,7,d8,Barceló,
275,7,d12,Johnnie Walker Red,
275,6,d14,Absolut,
275,9,d15,Nordés,
275,9,d17,Hendrick's,
275,8.5,d18,Martin Miller's,
275,8.5,d21,Johnnie Walker Black,
275,8.5,d22,Jack Daniel's,
138,-,d4,Caña,
138,-,d5,Doble,
138,9.5,d1,Tanqueray,
138,9.5,d2,Beefeater,
138,9.5,d3,Brugal,
138,11.5,d15,Nordés,
260,-,d4,Caña,
260,-,d5,Doble,
260,8,d1,Tanqueray,
260,8,d2,Beefeater,
260,8,d3,Brugal,
260,8,d6,Seagram's,
260,8,d8,Barceló,
260,8,d10,Cacique,
260,8,d12,Johnnie Walker Red,
260,8,d13,J&B,
260,11,d15,Nordés,
260,11,d17,Hendrick's,
273,-,d4,Caña,
273,3.2,d5,Doble,
273,8,d1,Tanqueray,
273,8,d2,Beefeater,
273,8,d3,Brugal,
273,8,d6,Seagram's,
273,10,d7,Bombay Sapphire,
273,8,d8,Barceló,
273,8,d10,Cacique,
273,8,d12,Johnnie Walker Red,
273,8,d13,J&B,
273,8,d14,Absolut,
273,10,d15,Nordés,
273,10,d17,Hendrick's,
273,10,d18,Martin Miller's,
140,-,d4,Caña,
140,-,d5,Doble,
140,12,d1,Tanqueray,
140,12,d2,Beefeater,
140,12,d3,Brugal,
140,12,d6,Seagram's,
140,15,d7,Bombay Sapphire,
140,12,d8,Barceló,
140,12,d9,Santa Teresa,
140,12,d10,Cacique,
140,12,d12,Johnnie Walker Red,
140,12,d13,J&B,
140,15,d16,Bulldog,
140,17,d18,Martin Miller's,
140,15,d21,Johnnie Walker Black,
120,,d4,Caña,
120,,d5,Doble,
120,7.5,d1,Tanqueray,
120,7.5,d2,Beefeater,
120,7.5,d3,Brugal,
142,-,d4,Caña,
142,-,d5,Doble,
142,7.5,d1,Tanqueray,
142,7.5,d2,Beefeater,
142,7.5,d3,Brugal,
142,12.5,d17,Hendrick's,
144,-,d4,Caña,
144,2.95,d5,Doble,
144,8.25,d1,Tanqueray,
144,8.25,d2,Beefeater,
144,8.25,d3,Brugal,
144,8.25,d6,Seagram's,
144,11,d7,Bombay Sapphire,
144,8.25,d8,Barceló,
144,8.25,d10,Cacique,
144,8.25,d12,Johnnie Walker Red,
144,8.25,d13,J&B,
144,8.25,d14,Absolut,
144,11,d15,Nordés,
144,13,d17,Hendrick's,
144,11,d18,Martin Miller's,
144,13,d19,Brockman's,
144,11,d20,Havana Club 7,
144,10,d21,Johnnie Walker Black,
177,-,d4,Caña,
177,4,d5,Doble,
177,8,d1,Tanqueray,
177,8,d2,Beefeater,
177,8,d3,Brugal,
177,8,d8,Barceló,
177,8,d10,Cacique,
177,8,d13,J&B,
177,8,d14,Absolut,
177,9,d15,Nordés,
177,9,d19,Brockman's,
188,2.3,d4,Caña,
188,3,d5,Doble,
188,8,d1,Tanqueray,
188,8,d2,Beefeater,
188,8,d3,Brugal,
188,8,d6,Seagram's,
188,8,d8,Barceló,
188,8,d9,Santa Teresa,
188,8,d12,Johnnie Walker Red,
188,8,d14,Absolut,
188,10,d15,Nordés,
188,10,d16,Bulldog,
188,10,d17,Hendrick's,
188,10,d18,Martin Miller's,
188,10,d19,Brockman's,
258,-,d4,Caña,
258,3,d5,Doble,
258,6.5,d1,Tanqueray,
258,6.5,d2,Beefeater,
258,6.5,d3,Brugal,
258,6.5,d6,Seagram's,
258,8,d7,Bombay Sapphire,
258,6.5,d8,Barceló,
258,6.5,d9,Santa Teresa,
258,6.5,d10,Cacique,
258,6.5,d12,Johnnie Walker Red,
258,6.5,d13,J&B,
258,6.5,d14,Absolut,
258,8,d15,Nordés,
258,8,d16,Bulldog,
258,8,d17,Hendrick's,
258,8,d18,Martin Miller's,
258,8,d19,Brockman's,
258,8,d21,Johnnie Walker Black,
187,-,d4,Caña,
187,3.8,d5,Doble,
187,10,d1,Tanqueray,
187,10,d2,Beefeater,
187,10,d3,Brugal,
187,10,d6,Seagram's,
187,10,d8,Barceló,
187,12,d15,Nordés,
187,12,d16,Bulldog,
187,12,d17,Hendrick's,
219,-,d4,Caña,
219,3,d5,Doble,
219,8,d1,Tanqueray,
219,8,d2,Beefeater,
219,8,d3,Brugal,
219,9,d6,Seagram's,
245,1.8,d4,Caña,
245,3,d5,Doble,
245,6,d1,Tanqueray,
245,6,d2,Beefeater,
245,6,d3,Brugal,
245,6,d6,Seagram's,
245,6,d8,Barceló,
245,6,d10,Cacique,
245,6,d12,Johnnie Walker Red,
245,6,d13,J&B,
245,6,d14,Absolut,
186,2.9,d4,Caña,
186,4,d5,Doble,
186,8,d1,Tanqueray,
186,8,d2,Beefeater,
186,8,d3,Brugal,
186,8,d8,Barceló,
186,8,d9,Santa Teresa,
186,8,d10,Cacique,
186,8,d12,Johnnie Walker Red,
186,8,d13,J&B,
186,-,d14,Absolut,
186,12,d17,Hendrick's,
232,-,d4,Caña,
232,3.45,d5,Doble,
232,-,d1,Tanqueray,
232,7,d2,Beefeater,
232,7,d3,Brugal,
232,9,d6,Seagram's,
232,8,d7,Bombay Sapphire,
232,7,d11,Captain Morgan,
232,7,d14,Absolut,
232,7,d20,Havana Club 7,
232,8,d22,Jack Daniel's,
189,-,d4,Caña,
189,-,d5,Doble,
189,8.5,d1,Tanqueray,
189,8.5,d2,Beefeater,
189,8.5,d3,Brugal,
189,8.5,d6,Seagram's,
189,8.5,d8,Barceló,
189,8.5,d10,Cacique,
189,8.5,d12,Johnnie Walker Red,
189,8.5,d13,J&B,
189,8.5,d14,Absolut,
189,13,d15,Nordés,
189,13,d21,Johnnie Walker Black,
176,,d4,Caña,
176,2.85,d5,Doble,
176,8,d1,Tanqueray,
176,8,d2,Beefeater,
176,8,d3,Brugal,
176,8,d8,Barceló,
176,8,d10,Cacique,
176,8,d13,J&B,
176,8,d14,Absolut,
191,-,d4,Caña,
191,3,d5,Doble,
191,8,d1,Tanqueray,
191,8,d2,Beefeater,
191,8,d3,Brugal,
191,8,d6,Seagram's,
191,8,d8,Barceló,
191,8,d12,Johnnie Walker Red,
191,8,d13,J&B,
191,8,d14,Absolut,
191,10,d20,Havana Club 7,
191,10,d21,Johnnie Walker Black,
191,10,d22,Jack Daniel's,
191,12,d23,Grey Goose,
191,12,d24,Belvedere,
102,-,dd1,Tanqueray,
102,-,dd2,Beefeater,
102,-,dd3,Brugal,
102,35,d4,Caña,
102,-,d5,Doble,
